battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1871,0,2.1,0,4,1,41,0.4,144,8,5,275,1966,2727,15,8,11,1,0,0,32121
1729,1,2.1,1,1,0,12,0.9,186,1,6,461,1178,1519,9,4,5,1,0,1,10212
680,1,2.1,1,9,1,9,0.1,131,3,11,1428,1500,2438,14,2,17,1,0,0,19094
1106,1,1.9,0,4,0,54,0.7,107,3,9,614,1212,2674,9,3,9,1,0,1,20212
635,1,0.6,1,1,1,50,0.3,97,5,13,193,989,2107,13,12,12,1,0,0,13879
618,0,0.6,0,8,0,16,0.2,143,1,14,1105,1602,2262,16,15,4,0,1,0,19361
1671,0,0.5,1,13,0,5,0.9,179,8,18,398,1263,815,16,6,10,1,1,1,5069
1562,1,1.2,1,0,1,52,0.1,105,7,9,480,728,2829,13,10,3,1,1,1,20715
1975,1,1.9,1,2,0,31,0.9,151,1,17,775,1607,3022,13,5,19,0,0,1,43448
831,1,0.7,0,2,1,62,0.7,134,8,9,1482,1490,2573,16,12,18,1,0,1,19373
1524,1,1.8,1,0,0,10,0.6,174,4,1,154,550,2678,16,5,13,1,0,1,19822
1528,1,1.8,1,3,1,55,0.8,129,5,6,454,1762,1282,11,9,11,1,1,1,8899
1447,1,2.5,1,2,0,9,0.2,155,8,16,737,1455,568,12,11,8,0,0,0,3542
1344,0,1.5,0,1,0,14,0.5,190,1,3,419,556,2074,8,1,5,1,1,0,11382
564,0,3.0,1,1,0,8,0.7,130,2,3,853,1737,2227,9,2,14,1,0,1,9037
921,0,0.6,1,1,0,60,0.1,83,2,3,1211,1229,1080,10,0,6,0,0,1,5662
1413,1,1.7,0,2,0,10,0.2,200,6,6,314,1606,2867,5,4,15,0,1,0,20078
831,0,2.4,0,10,0,55,0.5,86,6,12,172,1239,1075,12,11,3,1,1,0,4475
802,0,0.5,1,3,0,43,0.6,153,5,6,527,734,3063,17,13,4,0,1,0,19533
1923,0,1.3,0,3,0,24,1.0,86,4,4,874,1264,2479,9,2,15,1,1,0,22536
1193,1,3.0,0,10,0,56,0.4,196,3,17,674,864,2394,19,11,14,1,1,0,21754
904,1,1.2,1,10,1,31,0.8,112,3,11,657,1014,2814,13,3,19,1,0,0,21745
1285,0,2.4,0,1,1,51,1.0,140,7,2,475,500,2094,8,0,10,1,0,0,11158
1635,0,2.6,1,0,1,2,0.6,182,4,0,1209,1411,2315,10,1,2,1,1,0,23050
1923,0,1.0,1,5,1,14,0.9,154,4,6,15,525,2519,13,0,16,1,0,1,24034
1851,1,1.9,1,3,1,12,0.9,198,6,11,293,1967,735,7,6,14,1,0,1,2409
727,1,1.5,0,0,1,32,1.0,131,7,1,813,1377,1891,19,13,7,1,0,1,14853
1396,0,1.5,1,0,1,44,0.1,118,6,1,173,1843,1386,7,1,8,1,1,1,13106
877,0,1.3,1,9,1,46,0.8,135,1,14,457,652,3260,14,12,6,1,0,0,18255
696,1,2.4,0,11,1,35,0.2,103,3,13,533,797,2022,14,11,4,1,0,1,13018
1009,1,1.0,1,2,0,2,0.6,102,8,14,912,1043,1716,7,5,15,0,0,0,11609
1526,0,1.1,1,2,1,38,0.3,116,5,6,798,1418,3317,7,1,8,1,1,1,38397
987,0,2.0,1,1,0,20,0.8,192,7,3,412,565,1454,11,3,8,1,1,0,4449
1414,1,2.2,1,0,1,49,0.5,101,4,1,130,887,2290,13,0,12,1,1,0,12197
1732,0,0.8,0,2,0,61,0.3,172,5,3,201,656,3940,17,11,20,0,1,1,35543
1587,1,0.5,0,0,0,50,0.9,148,8,15,299,874,461,17,4,4,1,0,1,5488
1097,0,0.8,0,10,1,21,0.1,160,7,15,1277,1352,2219,15,6,12,1,0,1,20925
504,0,2.8,1,0,0,40,0.5,178,3,0,626,1195,470,6,0,16,1,0,0,5063
1159,0,2.7,0,13,1,28,0.2,80,8,18,378,751,2495,10,0,9,1,1,1,20064
1910,0,1.4,0,0,0,29,0.6,146,7,2,333,639,2944,8,7,2,1,1,1,16253
865,0,1.2,1,8,0,59,0.1,159,3,9,805,1804,2361,16,11,19,1,0,1,22523
1930,1,2.0,0,11,0,16,0.8,186,8,12,1901,1920,1783,17,3,13,0,0,1,22469
860,1,1.3,1,8,1,40,0.7,170,3,13,1573,1581,2832,13,7,20,1,1,1,18466
1268,1,2.9,0,9,1,42,0.9,182,6,17,360,912,931,11,5,20,1,1,0,4845
999,1,1.8,1,0,1,27,0.1,167,4,1,20,745,1344,17,10,5,1,0,0,4186
622,0,0.7,0,0,1,9,0.3,127,2,0,98,511,3916,13,1,5,1,0,1,22552
1250,1,1.4,0,8,0,44,0.2,182,7,20,703,1011,1882,14,1,14,0,0,0,14437
763,1,0.5,0,9,1,51,0.3,104,5,12,273,1278,2865,11,6,9,1,1,1,20481
1100,1,1.6,0,12,0,15,0.1,112,8,14,919,1344,757,12,2,16,1,1,1,3566
815,0,2.0,1,4,0,51,0.3,85,6,12,982,1291,3469,5,4,6,1,0,1,38184
618,1,0.5,1,2,1,57,0.2,88,3,7,879,896,2399,18,15,17,1,1,1,13486
553,1,2.2,1,0,1,18,0.7,136,2,1,1287,1892,3300,12,10,20,1,0,0,38700
673,1,2.2,1,2,0,3,0.4,84,2,9,1109,1247,2719,19,2,9,1,1,1,22892
563,0,2.0,1,3,0,47,0.3,115,7,12,211,684,3012,14,4,15,1,0,0,21682
1590,0,1.5,1,12,1,14,0.5,187,4,15,1058,1109,2836,6,5,4,1,0,0,38774
1031,1,2.1,1,2,1,11,0.1,121,2,9,532,1247,2385,11,7,16,1,0,0,22323
909,1,0.5,1,9,0,30,0.4,97,3,10,290,773,594,12,0,4,1,1,1,2236
1880,0,0.5,0,0,1,7,0.6,104,4,1,890,1019,2968,9,0,3,1,1,0,39015
1479,1,1.8,1,0,1,24,0.1,146,6,0,327,645,3762,12,10,5,1,0,0,39303
1271,0,1.5,1,0,0,2,0.9,161,1,1,1260,1788,892,15,13,20,0,1,0,11307
709,0,1.9,0,11,1,13,0.1,81,8,15,570,1422,467,17,11,5,1,1,1,5054
1744,0,2.8,0,0,1,62,0.7,158,1,0,621,1558,345,10,6,14,1,0,0,4846
1314,1,2.2,0,0,1,40,0.8,116,7,1,328,1858,3033,9,8,17,1,1,1,27059
1136,0,0.5,0,0,1,9,0.9,150,6,2,1307,1767,2110,9,5,16,1,0,1,21071
1039,1,2.7,0,11,0,56,0.3,125,8,13,497,618,3105,14,8,5,0,1,1,22024
1300,1,0.5,0,5,0,62,0.1,156,6,7,219,1037,874,15,3,10,1,1,0,3964
732,1,2.3,1,7,1,39,0.6,188,7,11,1163,1554,3681,19,3,15,1,1,1,38863
511,0,0.7,1,1,1,52,0.7,180,2,10,24,759,3865,8,3,7,1,0,1,20565
1092,1,0.5,1,10,0,11,0.5,167,3,14,468,571,737,14,4,11,0,1,0,4948
921,1,2.2,1,12,1,10,0.1,170,7,18,1272,1469,3153,8,2,11,1,1,0,41794
1030,1,0.5,0,4,1,37,0.7,147,1,8,503,551,2800,8,6,12,1,0,1,20760
1130,0,1.8,1,0,0,27,0.9,101,1,8,1495,1579,315,14,5,11,1,1,0,3827
1299,0,2.8,1,2,0,60,0.8,187,8,6,1333,1838,1412,13,1,20,0,1,1,11129
1009,1,2.8,1,7,1,2,0.6,115,7,15,267,1841,2286,19,8,13,1,0,0,21176
1735,0,1.8,1,16,0,34,0.1,140,2,17,149,876,2392,17,15,19,1,0,1,19307
1129,1,2.8,1,0,0,49,0.5,185,2,2,1070,1079,1857,8,4,5,1,1,1,11612
708,0,1.9,0,0,0,26,0.3,116,7,1,206,620,1419,10,6,16,1,1,1,5239
894,0,0.7,0,2,1,58,0.1,123,2,3,158,747,3305,12,7,2,1,0,0,22322
530,0,2.4,0,1,0,32,0.3,88,6,20,48,1012,959,17,7,6,0,1,0,4725
1481,1,2.0,1,0,0,35,0.5,105,3,0,249,522,2635,17,16,4,1,0,1,22798
1068,0,2.7,1,0,1,45,0.6,194,5,1,935,1499,1754,17,7,9,1,0,1,13208
1487,0,0.5,0,6,1,57,0.7,84,3,12,140,768,2563,18,4,14,1,0,0,20686
1524,0,2.5,1,11,1,41,1.0,96,4,20,184,740,1936,7,0,9,1,1,1,12822
1093,0,1.9,1,2,1,22,0.3,196,8,14,238,807,1869,8,5,4,1,1,1,11860
1816,1,1.6,1,0,0,50,0.1,186,5,2,800,1089,3637,11,7,16,0,0,1,37911
627,0,1.8,0,2,0,20,0.8,142,3,8,211,507,896,17,6,14,0,0,0,6700
989,1,0.7,0,13,1,51,0.4,132,3,15,670,804,2349,10,1,20,1,0,1,12426
1895,0,0.5,0,2,1,5,0.7,134,1,11,725,1335,774,15,4,6,1,1,0,13060
805,1,1.7,1,0,1,58,0.9,168,3,10,81,1544,3397,7,6,2,1,0,0,19641
713,1,1.6,0,7,1,2,0.4,181,8,9,1211,1378,485,10,6,4,1,1,1,5205
864,0,2.5,0,10,1,24,0.7,148,4,15,1362,1378,3964,13,8,12,1,1,0,34764
1177,0,0.9,0,1,0,11,1.0,181,4,7,945,1923,1887,8,5,11,1,1,1,15748
582,0,0.5,0,8,0,32,0.7,107,3,11,1043,1702,2977,6,1,20,0,1,1,21932
1898,0,1.8,1,3,1,56,0.2,185,7,4,444,739,2114,10,5,19,1,1,1,21908
1158,0,0.7,1,1,1,29,0.7,123,2,20,311,1796,1542,17,9,15,1,0,1,12613
1451,1,0.5,0,5,1,57,0.6,181,8,12,812,1456,3038,15,7,18,1,0,1,39685
1820,1,1.4,0,5,0,51,0.9,163,7,10,202,1884,2481,11,9,11,0,0,0,18988
984,0,0.5,1,3,1,9,0.8,140,3,20,531,707,841,18,15,16,1,0,0,3491
580,1,2.1,1,0,0,24,0.4,135,4,5,404,898,3565,12,11,8,1,0,1,21777
1263,1,2.0,0,0,0,5,0.4,146,6,3,954,1609,1958,9,6,4,1,1,1,21190
1237,0,0.5,0,2,0,27,0.1,87,8,5,274,603,2454,14,0,8,1,1,1,22721
514,1,1.6,0,7,1,37,0.1,172,1,9,956,1723,3392,12,8,5,1,1,1,43127
1515,0,2.6,0,0,1,56,0.9,184,3,1,1438,1593,262,14,4,20,1,1,0,4575
721,0,0.5,1,6,1,6,0.4,194,4,9,1446,1988,530,8,4,8,1,0,1,5864
603,1,2.5,1,3,0,35,0.7,126,3,16,692,1057,3703,13,1,9,0,0,1,50000
1426,1,2.5,0,2,1,55,0.4,109,1,7,777,1032,2562,5,1,3,1,0,0,21098
1820,1,1.7,1,0,1,64,0.6,161,1,3,1157,1951,574,10,2,18,1,1,0,8951
1215,0,1.0,0,4,0,16,0.1,130,4,8,454,1473,2632,7,1,15,0,0,1,20240
697,0,2.7,1,5,1,20,0.4,173,2,6,478,1477,259,12,6,4,1,1,1,4036
717,1,0.5,1,4,0,10,0.6,198,1,5,217,1106,688,10,7,15,0,1,0,5251
1348,1,2.0,1,5,0,36,0.3,145,6,6,468,741,2554,19,1,12,0,1,0,23440
1164,1,2.6,1,0,0,61,0.3,88,1,6,1107,1656,3859,11,10,17,0,1,0,33980
578,1,0.5,0,9,1,62,0.3,170,5,13,626,1134,2977,15,12,5,1,1,1,21310
1971,1,0.5,1,0,0,40,0.3,186,7,19,485,922,571,8,7,17,1,1,0,4468
1794,1,0.5,1,5,1,55,0.5,86,7,7,43,627,402,14,7,14,1,0,1,4848
1558,1,2.5,0,2,1,32,0.1,114,5,3,322,1385,878,16,5,17,1,1,1,4776
1597,1,0.9,0,4,1,4,0.5,85,1,19,880,1145,2130,8,3,15,1,1,0,21655
1240,0,1.6,0,0,0,39,0.1,146,2,9,1511,1756,3260,13,1,17,0,0,1,41848
1994,1,0.8,1,2,1,7,0.6,88,8,4,667,711,454,11,8,6,1,1,0,5410
1221,0,2.3,0,7,1,35,0.4,152,7,19,765,1899,2638,19,16,14,1,1,1,20083
989,1,1.6,1,11,1,24,0.6,156,8,17,614,679,2819,16,13,5,1,0,1,20272
1180,1,1.2,0,5,1,50,1.0,144,4,20,925,1252,1464,7,3,20,1,1,1,11488
718,0,2.8,0,10,0,59,0.8,113,6,13,1185,1387,1824,11,9,3,1,1,0,13350
1670,1,1.6,1,0,0,47,0.8,139,8,15,1706,1886,876,16,0,5,1,1,0,11232
534,1,2.5,0,1,1,21,0.3,164,7,9,347,1477,2706,7,5,18,1,1,0,22158
1566,1,0.5,1,0,0,20,0.5,126,2,0,1603,1930,659,14,9,13,1,1,1,13258
1935,0,0.5,0,0,1,29,0.6,124,5,9,806,860,455,9,2,6,1,0,1,5655
504,1,2.8,1,2,0,54,0.4,163,2,10,1207,1539,2378,17,11,2,1,0,0,21218
913,0,1.7,1,1,1,41,0.3,103,1,14,431,1144,2278,15,3,18,1,1,0,13801
1317,0,1.8,1,2,0,43,0.5,113,5,3,179,613,3436,16,13,5,0,1,1,38386
917,1,0.5,0,1,1,31,0.5,88,6,2,423,909,3424,19,2,13,1,1,0,39199
712,0,2.5,1,1,0,49,0.6,99,6,3,1131,1743,401,5,0,10,1,0,1,4819
1083,0,1.0,0,6,0,52,0.9,126,2,20,925,1469,681,19,18,19,1,1,1,6529
1039,0,0.6,0,5,1,6,0.1,136,6,8,62,544,3212,15,7,7,1,0,1,18994
1747,0,0.5,0,4,0,13,0.7,185,6,12,800,873,3105,7,1,10,1,0,0,39265
1449,1,0.5,1,0,0,52,0.6,105,6,0,211,947,2036,5,1,10,0,1,0,12712
1872,1,0.5,1,14,0,49,0.2,139,7,18,81,1389,3153,16,15,5,1,1,0,37452
1796,0,1.6,1,5,0,7,0.1,101,4,6,667,798,1642,9,4,3,0,1,1,11437
1097,0,1.4,0,0,0,60,0.8,181,1,17,405,519,509,15,12,12,1,0,0,4554
1562,0,0.5,1,1,1,20,0.8,172,8,10,678,1676,3465,16,11,6,1,1,0,34214
1433,1,2.3,0,8,1,27,0.9,153,7,12,1619,1651,3900,18,16,2,1,0,1,38820
740,0,1.8,0,1,0,12,0.2,123,1,11,935,1147,1105,7,6,19,0,1,1,5879
676,0,2.2,0,1,1,39,0.2,84,1,5,864,1011,2064,13,7,6,1,0,0,13980
503,1,1.8,1,1,1,13,0.7,131,1,4,1495,1688,3117,19,6,9,1,0,1,36042
1020,0,1.5,0,13,1,7,0.7,96,3,18,870,1613,1142,13,9,8,1,0,1,11305
896,0,1.0,1,3,1,4,0.3,111,1,4,1379,1469,1060,12,10,4,1,1,1,12213
1824,1,0.8,0,4,1,19,0.9,143,2,5,1055,1738,2381,14,1,5,1,0,0,23620
1512,0,0.6,1,1,1,54,0.4,134,3,2,220,1838,3366,7,3,11,1,0,1,36541
1053,0,2.9,0,7,0,42,0.9,126,6,17,419,1261,1339,17,0,14,0,0,1,3534
1944,1,1.8,1,0,1,31,0.8,87,4,10,1111,1362,2560,7,3,8,1,0,0,37819
1174,0,0.7,1,1,1,25,0.8,91,2,8,1097,1461,285,19,7,3,1,0,1,6118
627,1,1.6,1,3,1,12,0.2,131,7,17,447,819,2476,17,1,10,1,0,0,13341
1602,0,2.7,0,4,1,46,0.6,118,1,5,273,1062,1862,16,9,2,1,0,1,9419
1733,1,1.5,1,4,1,6,0.9,170,1,15,590,997,3488,6,4,10,1,1,1,40811
586,0,1.4,1,10,1,8,0.5,142,8,14,116,598,3178,9,7,10,1,0,1,19887
1528,0,2.4,0,2,0,37,0.2,156,8,3,306,564,733,15,0,14,1,1,0,4510
875,0,0.7,0,2,0,23,0.1,110,7,7,300,1316,756,14,5,6,0,0,0,5070
1602,0,0.6,0,12,0,58,0.4,170,1,13,1259,1746,3622,17,2,17,0,1,1,38060
1426,0,1.6,0,4,1,12,0.7,174,5,16,1573,1694,1277,14,9,5,1,0,0,10139
1370,0,1.4,0,5,1,6,0.2,158,6,8,1392,1783,3703,13,10,11,1,1,0,44043
609,1,0.5,0,4,1,10,0.1,81,6,6,113,1524,1905,16,3,18,1,1,1,12171
840,0,1.2,1,5,1,15,0.3,178,6,8,526,1728,2636,12,2,6,1,1,0,21334
991,0,2.0,0,2,1,12,0.3,158,5,6,1209,1678,2014,11,9,10,1,0,0,22463
1724,1,1.8,0,0,1,9,0.8,100,2,1,655,828,3056,18,16,6,1,0,0,35069
584,1,1.8,0,0,1,19,0.3,168,3,0,1123,1622,465,12,8,4,1,1,0,4953
860,1,1.3,1,1,1,49,0.7,141,6,13,692,979,3869,16,14,20,1,1,1,42723
1541,1,2.8,1,10,1,28,0.2,165,5,15,796,1052,1108,12,1,7,1,0,1,11125
615,1,0.5,1,7,0,58,0.5,130,5,8,1021,1958,1906,14,5,5,1,0,0,12750
912,1,2.8,1,6,1,46,0.4,84,4,11,995,1310,851,8,4,4,1,1,1,4621
1278,1,1.2,0,10,1,60,0.6,172,7,14,1244,1504,3142,11,4,19,1,0,1,31094
1365,0,0.6,0,0,1,31,0.3,125,4,0,293,970,1300,14,7,13,1,0,1,7071
1702,0,1.0,0,7,0,36,0.1,177,5,9,1240,1931,1430,8,6,10,0,0,0,19774
589,1,0.5,0,1,1,59,0.7,146,8,4,759,1858,362,16,10,6,1,1,1,4707
1347,0,1.5,1,10,0,56,0.3,95,1,19,398,1528,2456,13,0,13,1,1,1,19555
1644,0,2.8,0,0,1,44,1.0,137,8,0,358,791,2360,7,4,19,1,0,0,17118
956,0,1.9,1,1,0,42,0.1,133,7,11,403,1614,3700,10,0,7,1,1,0,43729
1089,0,1.4,1,10,0,2,0.1,153,7,20,211,1409,2620,7,5,13,1,0,0,19756
871,0,0.6,0,2,0,52,0.1,178,3,3,194,1437,437,14,7,17,1,0,0,4452
664,0,1.5,0,5,1,6,0.9,164,2,19,1076,1472,3774,11,5,18,1,0,0,40258
1874,1,0.6,0,1,0,19,0.8,192,2,9,1238,1418,1218,15,10,17,0,1,0,13184
1928,0,2.6,0,5,0,5,0.8,162,5,16,229,1004,696,14,12,15,1,1,1,3069
888,0,2.6,1,2,1,33,0.4,198,2,17,327,1683,3407,12,1,20,1,0,0,34588
1077,1,1.7,1,1,0,58,0.8,86,7,13,135,1892,3902,9,3,3,1,0,0,31270
1023,1,2.3,1,5,1,30,0.2,80,8,7,5,1744,2086,10,0,19,1,1,1,12129
1426,1,0.8,0,2,1,42,0.6,84,3,10,715,1163,1356,15,9,16,1,0,1,14362
831,0,1.7,1,7,1,26,0.7,177,5,11,511,621,1704,6,5,20,1,1,1,4166
1496,1,1.3,1,0,1,6,0.5,85,3,9,549,1383,3571,16,1,11,1,1,1,42758
1433,1,2.3,0,2,1,5,0.1,129,5,11,420,784,2132,18,15,19,1,0,1,10824
1095,1,2.6,1,0,1,44,0.7,103,4,5,838,1066,3209,13,11,8,1,1,1,32609
643,1,0.7,1,3,1,23,0.8,156,1,9,314,1400,2096,13,6,2,1,0,0,13183
1142,1,1.1,0,0,1,6,0.5,198,4,0,739,1766,1273,19,0,6,1,0,0,11247
730,1,0.5,1,3,1,27,0.1,112,5,10,62,846,3623,9,4,15,1,1,0,22715
1901,1,0.5,0,5,1,41,0.6,131,2,17,3,1662,368,5,1,12,1,0,0,5052
1510,0,0.6,1,1,0,32,0.7,135,3,8,963,1520,854,8,2,10,1,0,1,9822
1924,0,2.6,0,0,1,59,0.9,136,6,0,1438,1923,3646,10,9,16,1,0,1,32684
1825,0,1.1,1,13,1,17,0.1,157,4,18,1621,1773,3130,12,4,2,1,0,1,45342
1275,1,0.5,1,3,1,5,0.2,152,1,9,19,501,3784,13,4,4,1,1,0,37997
987,1,2.3,0,9,0,17,0.8,124,7,17,887,1274,3885,11,0,14,1,1,0,36060
1538,1,2.3,0,6,1,13,0.2,121,7,7,567,986,1494,18,10,12,1,1,1,12296
1965,1,0.5,0,4,1,29,0.5,149,5,13,584,676,2973,11,1,20,1,1,1,32590
808,0,1.9,0,7,0,20,0.8,185,6,14,496,974,1471,13,4,11,0,1,0,6501
712,0,0.5,0,6,0,27,0.5,86,2,11,1245,1309,2001,11,10,12,1,1,1,11890
1507,1,0.9,1,0,1,42,0.4,123,5,0,682,888,1486,15,3,19,1,0,0,10802
912,0,0.7,0,3,0,47,0.9,182,3,6,724,794,1321,7,2,6,0,1,1,5109
769,1,1.2,0,2,0,17,0.1,95,8,4,1384,1454,1877,18,2,11,0,0,1,11164
948,0,2.3,0,14,0,22,0.1,173,5,20,257,1654,3499,11,7,19,1,1,1,33519
507,1,1.9,1,0,1,39,0.7,142,1,0,17,1084,2124,6,0,12,1,1,0,9156
1384,1,2.8,1,15,0,60,0.1,82,3,18,983,1210,1221,18,12,15,1,0,1,13035
1766,1,1.3,0,1,0,29,0.5,194,8,20,439,1306,2316,19,2,6,0,0,1,22762
1407,0,1.8,1,5,1,16,0.2,170,4,6,925,1206,1068,6,0,8,1,1,0,10259
614,0,2.9,1,3,1,24,0.2,94,4,7,409,603,1930,13,12,4,1,0,1,10168
1972,0,2.9,0,9,0,14,0.4,196,7,18,293,952,1316,8,1,8,1,1,0,13480
1039,0,0.5,1,8,0,47,0.2,130,8,9,384,1878,1742,18,12,15,1,0,0,13366
511,1,3.0,1,5,1,34,0.9,125,8,13,149,1285,3265,14,7,14,1,0,0,20930
1811,1,2.5,0,4,1,5,0.6,98,4,16,447,568,2700,13,7,8,1,1,1,24101
1159,0,1.5,0,3,0,36,0.4,104,4,8,717,1206,2115,8,7,18,0,0,0,20317
1848,0,1.3,1,7,0,12,0.1,178,2,19,195,533,3915,9,7,8,0,0,1,41239
1988,1,0.5,0,0,1,16,0.1,94,8,1,153,696,3144,16,2,14,1,0,0,41771
1469,0,0.5,0,3,1,58,0.5,150,7,8,1699,1850,1571,17,16,2,1,0,0,23209
1423,0,0.6,0,12,0,44,0.8,131,5,13,501,640,2253,10,8,9,0,0,0,9489
1974,0,0.5,1,9,0,10,0.8,145,6,12,530,1496,1433,6,1,17,0,0,0,10997
835,0,0.8,1,2,1,42,0.8,128,5,18,396,1378,2583,15,2,13,1,1,1,18310
1429,0,0.6,0,8,0,42,0.9,151,5,9,670,1552,1817,6,1,16,1,0,0,10136
947,1,0.5,0,1,1,51,0.1,144,2,15,193,887,2915,17,1,6,1,1,1,20873
1446,1,2.8,1,0,1,18,0.3,178,8,1,351,1769,3340,8,0,16,1,1,1,36523
1332,0,1.3,1,5,1,7,0.8,168,7,19,846,855,2790,19,11,10,1,1,0,21776
1498,1,1.2,1,0,1,14,0.1,191,4,1,111,1167,577,14,12,12,1,1,0,4475
1576,1,0.9,1,0,1,14,0.4,173,2,4,1213,1386,3220,17,2,6,1,1,0,40892
1398,0,1.6,1,8,1,26,0.8,150,1,12,755,1284,3488,14,3,11,1,1,0,40302
1885,0,2.4,1,12,1,14,0.6,92,4,15,1406,1517,1277,9,6,16,1,0,1,11498
798,1,0.5,1,7,0,2,0.8,148,2,15,497,627,3593,14,9,3,0,1,0,22366
1436,0,2.5,1,0,1,42,0.9,124,8,1,1826,1836,2736,12,5,19,1,1,0,43445
1998,1,1.2,0,8,0,31,0.6,196,8,19,50,1356,2311,17,9,18,1,1,0,21522
1321,1,1.3,0,0,1,63,0.4,109,8,9,817,941,1464,7,6,16,1,1,1,11771
1021,0,1.3,0,7,0,9,0.7,192,2,12,901,1793,1355,6,1,14,1,1,0,12415
1339,1,2.3,1,0,0,40,0.1,123,2,1,212,1269,2382,6,4,7,1,0,1,21755
1210,1,1.6,1,9,0,57,0.5,111,4,20,329,1039,1886,16,0,17,1,0,1,10265
1949,1,0.5,1,2,1,31,0.1,145,5,9,837,1182,832,7,3,19,1,0,0,10831
882,0,0.7,1,9,1,28,0.2,151,6,16,248,884,751,19,11,8,1,0,1,5050
1549,1,1.5,1,0,1,27,0.4,113,5,7,632,1162,436,10,8,11,1,0,0,3278
1991,0,2.2,1,1,1,42,0.7,82,1,13,366,613,722,6,5,10,1,1,0,3136
796,0,0.5,0,2,0,12,0.5,114,1,8,174,518,1075,7,3,2,0,1,0,2830
1012,0,0.5,1,4,0,39,0.1,161,4,6,882,1195,2802,8,0,10,1,1,0,21070
1318,0,1.9,1,0,1,11,0.8,188,2,15,688,1591,1780,12,10,2,1,0,0,11081
1708,0,0.8,0,8,1,14,0.9,197,4,16,263,1345,1247,19,16,16,1,0,0,12628
598,1,0.8,1,8,1,62,0.1,117,8,9,118,764,3066,11,2,19,1,1,0,19672
541,1,2.3,0,4,0,51,0.4,200,8,17,1012,1226,403,11,2,12,0,0,0,5073
818,0,0.5,1,2,1,23,0.2,192,5,17,586,1552,2518,19,12,3,1,1,0,21351
1414,0,0.5,0,0,1,15,0.8,168,2,0,294,1233,1069,18,6,14,1,0,0,2468
601,1,1.7,1,3,1,6,0.8,169,4,11,818,1827,2651,14,8,9,1,0,1,21478
561,1,2.8,1,2,1,40,0.1,99,7,6,426,865,2974,15,12,19,1,0,1,20786
1616,1,2.3,1,3,0,52,0.1,100,5,8,151,1133,657,7,3,2,1,1,0,4453
1263,1,1.4,1,1,1,32,0.4,103,2,2,409,644,3372,18,13,10,1,1,0,36788
1604,1,1.9,1,0,1,63,0.6,93,5,2,641,1156,1464,15,9,20,1,1,0,12308
539,0,2.0,1,1,0,24,0.5,86,4,2,958,967,1326,7,4,3,1,1,0,3261
1071,0,2.6,0,0,0,49,0.3,199,4,5,1328,1970,3393,6,5,7,1,0,0,37440
826,0,0.5,1,0,1,57,0.5,135,2,0,354,530,323,17,3,7,1,0,1,4377
771,0,2.9,0,2,0,62,0.7,106,1,8,1709,1781,1628,9,3,6,0,1,0,14036
1811,0,2.9,0,0,0,33,0.2,132,8,2,1099,1553,2610,8,3,13,1,1,0,45932
1842,1,2.2,1,7,0,56,0.4,179,4,10,783,1227,3721,16,11,4,0,1,1,37832
1420,0,2.8,1,1,0,50,0.1,100,8,8,194,1393,763,17,1,17,0,1,1,5698
1763,0,0.5,1,12,0,10,0.2,184,3,19,238,1893,792,17,12,13,1,0,1,6191
1163,1,1.9,0,6,0,2,0.9,133,5,20,919,1076,1568,14,0,19,1,0,0,12689
1805,1,0.5,0,0,0,29,0.2,182,4,2,758,891,1276,19,4,17,0,1,0,10245
610,1,1.6,1,9,0,52,0.4,90,4,19,1039,1273,3472,10,4,12,1,1,1,41786
1533,1,1.1,1,18,1,17,0.3,160,4,20,1054,1393,2520,8,2,11,1,0,1,21852
1924,0,0.5,0,3,1,63,0.3,111,2,10,122,686,3423,13,3,19,1,0,0,36909
1801,0,0.5,1,6,0,52,0.9,120,6,10,100,1708,258,14,8,9,1,0,0,3454
1726,1,1.9,0,1,1,42,0.6,106,5,3,1221,1804,1868,16,7,6,1,0,0,20847
794,0,2.5,1,15,0,14,0.6,197,3,19,312,1376,2171,19,8,18,0,0,1,11860
1686,1,0.5,1,4,0,28,0.8,182,5,8,599,1073,780,11,10,5,0,0,0,6697
1444,1,2.1,1,0,0,6,0.9,103,1,1,1274,1340,712,17,5,10,0,0,0,6631
1004,0,1.6,1,0,1,30,1.0,160,8,1,62,581,1012,7,4,13,1,1,1,5269
1242,1,2.4,0,8,0,28,0.2,166,4,9,315,1796,318,11,10,19,1,0,0,4986
539,0,1.5,0,6,1,26,0.2,137,6,8,1123,1709,3948,18,11,15,1,1,1,38847
717,0,1.1,1,2,1,14,0.1,99,8,6,1878,1981,629,16,15,20,1,0,0,4636
1540,0,0.7,1,0,1,29,0.1,157,7,1,318,831,1161,11,8,5,1,0,0,3774
672,0,0.5,0,7,1,35,0.1,99,8,17,574,1267,1403,16,7,6,1,0,0,5524
1325,1,0.5,0,0,1,13,1.0,133,4,8,1353,1915,3707,19,3,18,1,1,0,38828
950,0,0.5,0,6,1,55,0.1,124,8,7,86,1681,1305,6,5,4,1,0,1,3476
948,0,1.5,1,6,0,18,0.3,119,4,7,340,1728,2926,17,13,9,1,1,1,21984
